"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content","ash.content.units","consumption.for.eg","consumption.for.eg.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto","consumption.uto.units","consumption.uto.btu","consumption.uto.btu.units","cost","cost.units","cost.per.btu","cost.per.btu.units","generation","generation.units","heat.content","heat.content.units","receipts","receipts.units","receipts.btu","receipts.btu.units","stocks","stocks.units","sulfur.content","sulfur.content.units","total.consumption","total.consumption.units","total.consumption.btu","total.consumption.btu.units"
"2017-12","CA","California",98,"Electric Power","NG","natural gas",0,"percent",48002.725,"thousand Mcf",49.6146,"million MMBtu",3356.943,"thousand Mcf",3.4641,"million MMBtu",3.86,"dollars per Mcf",3.7448,"dollars per million Btu",6696.8438,"thousand megawatthours",1.0335,"Btu per Mcf",43437.608,"thousand Mcf",44848.97857,"billion Btu",NA,"thousand Mcf",0,"percent",51359.668,"thousand Mcf",53.0787,"million MMBtu"
"2017-11","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",30.25872,"million MMBtu",0,"thousand physical units",0.37311,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",3108.08744,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",30.63183,"million MMBtu"
"2017-11","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",4.15803,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",451.32152,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",4.15803,"million MMBtu"
"2017-11","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",12.22875,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1327.3368,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",12.22875,"million MMBtu"
"2017-11","CA","California",98,"Electric Power","NG","natural gas",0,"percent",45761.795,"thousand Mcf",47.14639,"million MMBtu",2739.205,"thousand Mcf",2.82067,"million MMBtu",3.68,"dollars per Mcf",3.578,"dollars per million Btu",6272.16253,"thousand megawatthours",1.0302,"Btu per Mcf",41441.737,"thousand Mcf",42641.86995,"billion Btu",NA,"thousand Mcf",0,"percent",48501,"thousand Mcf",49.96706,"million MMBtu"
"2017-10","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",40.65663,"million MMBtu",0,"thousand physical units",0.4215,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",4227.31555,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",41.07813,"million MMBtu"
"2017-10","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",7.72118,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",838.07463,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",7.72118,"million MMBtu"
"2017-10","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",19.83357,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2152.78137,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",19.83357,"million MMBtu"
"2017-10","CA","California",98,"Electric Power","NG","natural gas",0,"percent",55397.629,"thousand Mcf",57.07364,"million MMBtu",3578.719,"thousand Mcf",3.68681,"million MMBtu",3.71,"dollars per Mcf",3.61,"dollars per million Btu",7400.51764,"thousand megawatthours",1.0303,"Btu per Mcf",51103.501,"thousand Mcf",52575.56872,"billion Btu",NA,"thousand Mcf",0,"percent",58976.348,"thousand Mcf",60.76045,"million MMBtu"
"2017-09","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",46.7542,"million MMBtu",0,"thousand physical units",0.32359,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",4881.46645,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",47.07779,"million MMBtu"
"2017-09","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",11.20003,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1215.67647,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",11.20003,"million MMBtu"
"2017-09","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",21.50248,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2333.92782,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",21.50248,"million MMBtu"
"2017-09","CA","California",98,"Electric Power","NG","natural gas",0,"percent",59383.412,"thousand Mcf",61.47119,"million MMBtu",3537.075,"thousand Mcf",3.6464,"million MMBtu",NA,"dollars per Mcf",NA,"dollars per million Btu",7952.20458,"thousand megawatthours",1.0349,"Btu per Mcf",54226.724,"thousand Mcf",56019.13676,"billion Btu",NA,"thousand Mcf",0,"percent",62920.487,"thousand Mcf",65.1176,"million MMBtu"
"2017-08","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",23.00489,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2497.00324,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",23.00489,"million MMBtu"
"2017-08","CA","California",98,"Electric Power","NG","natural gas",0,"percent",74230.139,"thousand Mcf",76.85739,"million MMBtu",3664.759,"thousand Mcf",3.77876,"million MMBtu",3.74,"dollars per Mcf",3.6275,"dollars per million Btu",9906.2081,"thousand megawatthours",1.0352,"Btu per Mcf",68842.784,"thousand Mcf",71201.96563,"billion Btu",NA,"thousand Mcf",0,"percent",77894.898,"thousand Mcf",80.63615,"million MMBtu"
"2017-08","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",52.78606,"million MMBtu",0,"thousand physical units",0.35581,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",5527.48515,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",53.14187,"million MMBtu"
"2017-08","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",15.11479,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1640.59389,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",15.11479,"million MMBtu"
"2017-07","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",24.8703,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2699.48008,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",24.8703,"million MMBtu"
"2017-07","CA","California",98,"Electric Power","NG","natural gas",0,"percent",63636.893,"thousand Mcf",66.11765,"million MMBtu",3368.03,"thousand Mcf",3.48584,"million MMBtu",3.7,"dollars per Mcf",3.5705,"dollars per million Btu",8543.77711,"thousand megawatthours",1.0388,"Btu per Mcf",59385.1,"thousand Mcf",61645.31354,"billion Btu",NA,"thousand Mcf",0,"percent",67004.923,"thousand Mcf",69.60349,"million MMBtu"
"2017-07","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",52.3003,"million MMBtu",0,"thousand physical units",0.23233,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",5496.43884,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",52.53263,"million MMBtu"
"2017-07","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",13.0517,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1416.6613,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",13.0517,"million MMBtu"
"2017-06","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",56.25886,"million MMBtu",0,"thousand physical units",0.1163,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",5901.58268,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",56.37516,"million MMBtu"
"2017-06","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",15.07873,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1636.67987,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",15.07873,"million MMBtu"
"2017-06","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",27.2054,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2952.93686,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",27.2054,"million MMBtu"
"2017-06","CA","California",98,"Electric Power","NG","natural gas",0,"percent",45887.619,"thousand Mcf",47.61773,"million MMBtu",3270.041,"thousand Mcf",3.38195,"million MMBtu",3.72,"dollars per Mcf",3.5984,"dollars per million Btu",6099.92685,"thousand megawatthours",1.0375,"Btu per Mcf",43430.869,"thousand Mcf",45006.86246,"billion Btu",NA,"thousand Mcf",0,"percent",49157.66,"thousand Mcf",50.99967,"million MMBtu"
"2017-05","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",54.0555,"million MMBtu",0,"thousand physical units",0.13215,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",5665.86771,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",54.18765,"million MMBtu"
"2017-05","CA","California",98,"Electric Power","NG","natural gas",0,"percent",32302.125,"thousand Mcf",33.24786,"million MMBtu",2924.621,"thousand Mcf",3.0036,"million MMBtu",NA,"dollars per Mcf",NA,"dollars per million Btu",4234.3269,"thousand megawatthours",1.0291,"Btu per Mcf",31758.522,"thousand Mcf",32584.44904,"billion Btu",NA,"thousand Mcf",0,"percent",35226.746,"thousand Mcf",36.25145,"million MMBtu"
"2017-05","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",15.13974,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1643.30278,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",15.13974,"million MMBtu"
"2017-05","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",24.98069,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2711.46011,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",24.98069,"million MMBtu"
"2017-04","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",44.7263,"million MMBtu",0,"thousand physical units",0.13467,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",4661.08641,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",44.86097,"million MMBtu"
"2017-04","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",11.15425,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1210.7084,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",11.15425,"million MMBtu"
"2017-04","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",19.76482,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2145.31898,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",19.76482,"million MMBtu"
"2017-04","CA","California",98,"Electric Power","NG","natural gas",0,"percent",24845.36,"thousand Mcf",25.60797,"million MMBtu",2756.885,"thousand Mcf",2.8387,"million MMBtu",NA,"dollars per Mcf",NA,"dollars per million Btu",3323.70207,"thousand megawatthours",1.0306,"Btu per Mcf",23907.497,"thousand Mcf",24589.73772,"billion Btu",NA,"thousand Mcf",0,"percent",27602.245,"thousand Mcf",28.44667,"million MMBtu"
"2017-03","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",18.63948,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2023.17121,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",18.63948,"million MMBtu"
"2017-03","CA","California",98,"Electric Power","NG","natural gas",0,"percent",28776.428,"thousand Mcf",29.65891,"million MMBtu",2966.92,"thousand Mcf",3.05197,"million MMBtu",3.44,"dollars per Mcf",3.3599,"dollars per million Btu",3806.45643,"thousand megawatthours",1.0305,"Btu per Mcf",27261.382,"thousand Mcf",28043.04836,"billion Btu",NA,"thousand Mcf",0,"percent",31743.348,"thousand Mcf",32.71088,"million MMBtu"
