"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto.btu","consumption.uto.btu.units","generation","generation.units","total.consumption.btu","total.consumption.btu.units","consumption_gwh","ratio"
2022-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",54.62382,"million MMBtu",0.6556,"million MMBtu",6000.68031,"thousand megawatthours",55.27942,"million MMBtu",16158.8482899737,2.69283605444625
2022-03-01,"CA","California",98,"Electric Power","WND","wind","percent",13.19473,"million MMBtu",0,"million MMBtu",1492.11057,"thousand megawatthours",13.19473,"million MMBtu",3856.98041508331,2.58491595236358
2022-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",28.383,"million MMBtu",0,"million MMBtu",3209.65665,"thousand megawatthours",28.383,"million MMBtu",8296.69687225957,2.58491725968869
2022-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",43.86704,"million MMBtu",0.51826,"million MMBtu",4786.32184,"thousand megawatthours",44.3853,"million MMBtu",12974.364220988,2.71071705052496
2022-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",21.65789,"million MMBtu",0,"million MMBtu",2449.15442,"thousand megawatthours",21.65789,"million MMBtu",6330.86524408068,2.58491877538725
2022-02-01,"CA","California",98,"Electric Power","WND","wind","percent",9.93968,"million MMBtu",0,"million MMBtu",1124.01678,"thousand megawatthours",9.93968,"million MMBtu",2905.48962291728,2.58491659076235
2022-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",37.24771,"million MMBtu",1.67061,"million MMBtu",5041.15103,"thousand megawatthours",38.91832,"million MMBtu",11376.299327682,2.25668686773742
2022-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",18.36582,"million MMBtu",0,"million MMBtu",2076.87563,"thousand megawatthours",18.36582,"million MMBtu",5368.55305466238,2.5849179301422
2022-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",45.44118,"million MMBtu",2.02622,"million MMBtu",6177.07666,"thousand megawatthours",47.4674,"million MMBtu",13875.2996199942,2.24625666536477
2022-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",42.18554,"million MMBtu",0.59985,"million MMBtu",4599.18657,"thousand megawatthours",42.78539,"million MMBtu",12506.6910260158,2.7193267408623
2022-01-01,"CA","California",98,"Electric Power","WND","wind","percent",9.91013,"million MMBtu",0,"million MMBtu",1120.67448,"thousand megawatthours",9.91013,"million MMBtu",2896.85179771996,2.58491814475865
2021-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",13.18987,"million MMBtu",0,"million MMBtu",1491.5625,"thousand megawatthours",13.18987,"million MMBtu",3855.55977784274,2.5849133226685
2021-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.05458,"million MMBtu",0.42498,"million MMBtu",3568.86982,"thousand megawatthours",33.47956,"million MMBtu",9786.4834843613,2.74218001158734
2021-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",53.80268,"million MMBtu",2.03093,"million MMBtu",7253.5597,"thousand megawatthours",55.83361,"million MMBtu",16320.8447822274,2.25004624725532
2021-12-01,"CA","California",98,"Electric Power","WND","wind","percent",6.57972,"million MMBtu",0,"million MMBtu",744.05884,"thousand megawatthours",6.57972,"million MMBtu",1923.33235895937,2.58491970737068
2021-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",18.57778,"million MMBtu",0,"million MMBtu",2100.84519,"thousand megawatthours",18.57778,"million MMBtu",5430.51154633148,2.58491752375694
2021-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",51.34947,"million MMBtu",1.79926,"million MMBtu",6955.64491,"thousand megawatthours",53.14873,"million MMBtu",15536.021631102,2.23358463983205
2021-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.74674,"million MMBtu",0.34602,"million MMBtu",3883.59704,"thousand megawatthours",36.09276,"million MMBtu",10550.3536977492,2.71664479838753
2021-11-01,"CA","California",98,"Electric Power","WND","wind","percent",4.77996,"million MMBtu",0,"million MMBtu",540.53576,"thousand megawatthours",4.77996,"million MMBtu",1397.24057293189,2.58491792093809
2021-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",43.4869,"million MMBtu",0.34426,"million MMBtu",4749.07899,"thousand megawatthours",43.83116,"million MMBtu",12812.3823443438,2.69786675928584
2021-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",56.59099,"million MMBtu",2.06443,"million MMBtu",7693.71331,"thousand megawatthours",58.65542,"million MMBtu",17145.6942414499,2.22853303087919
2021-10-01,"CA","California",98,"Electric Power","WND","wind","percent",8.08266,"million MMBtu",0,"million MMBtu",914.01691,"thousand megawatthours",8.08266,"million MMBtu",2362.66004092371,2.58491939818018
2021-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",23.18866,"million MMBtu",0,"million MMBtu",2622.26211,"thousand megawatthours",23.18866,"million MMBtu",6778.32797427653,2.58491626311015
2021-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",62.09421,"million MMBtu",2.19457,"million MMBtu",8189.96179,"thousand megawatthours",64.28878,"million MMBtu",18792.3940368313,2.29456431161583
2021-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",51.60806,"million MMBtu",0.36124,"million MMBtu",5652.23414,"thousand megawatthours",51.9693,"million MMBtu",15191.2598655364,2.68765579932901
2021-09-01,"CA","California",98,"Electric Power","WND","wind","percent",10.73028,"million MMBtu",0,"million MMBtu",1213.42063,"thousand megawatthours",10.73028,"million MMBtu",3136.59163987138,2.58491702079549
2021-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",27.8795,"million MMBtu",0,"million MMBtu",3152.71931,"thousand megawatthours",27.8795,"million MMBtu",8149.51768488746,2.58491698231374
2021-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",74.76479,"million MMBtu",2.3281,"million MMBtu",9785.20764,"thousand megawatthours",77.09289,"million MMBtu",22535.1914644841,2.30298551584789
2021-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",58.47036,"million MMBtu",0.3032,"million MMBtu",6433.23259,"thousand megawatthours",58.77357,"million MMBtu",17180.2309266296,2.6705440361872
2021-08-01,"CA","California",98,"Electric Power","WND","wind","percent",13.4732,"million MMBtu",0,"million MMBtu",1523.60105,"thousand megawatthours",13.4732,"million MMBtu",3938.38059047062,2.58491590726498
2021-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",31.98388,"million MMBtu",0,"million MMBtu",3616.85787,"thousand megawatthours",31.98388,"million MMBtu",9349.27798889214,2.58491716427113
2021-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",32.08588,"million MMBtu",0,"million MMBtu",3628.39302,"thousand megawatthours",32.08588,"million MMBtu",9379.0938322128,2.58491673325201
2021-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",84.42156,"million MMBtu",2.4288,"million MMBtu",10957.74945,"thousand megawatthours",86.85036,"million MMBtu",25387.4188833674,2.31684608223703
2021-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",58.24757,"million MMBtu",0.39987,"million MMBtu",6394.05409,"thousand megawatthours",58.64743,"million MMBtu",17143.3586670564,2.68114070130683
2021-07-01,"CA","California",98,"Electric Power","WND","wind","percent",12.75735,"million MMBtu",0,"million MMBtu",1442.64974,"thousand megawatthours",12.75735,"million MMBtu",3729.12890967553,2.58491635653401
2021-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",33.46859,"million MMBtu",0,"million MMBtu",3784.75461,"thousand megawatthours",33.46859,"million MMBtu",9783.27681964338,2.5849170759431
2021-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",58.28083,"million MMBtu",2.17465,"million MMBtu",7567.88205,"thousand megawatthours",60.45547,"million MMBtu",17671.8707980123,2.33511445887456
2021-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",61.73186,"million MMBtu",0.33921,"million MMBtu",6799.13095,"thousand megawatthours",62.07108,"million MMBtu",18144.1332943584,2.66859594671557
2021-06-01,"CA","California",98,"Electric Power","WND","wind","percent",15.54812,"million MMBtu",0,"million MMBtu",1758.24122,"thousand megawatthours",15.54812,"million MMBtu",4544.90499853844,2.584915509226
2021-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",64.99628,"million MMBtu",0.36085,"million MMBtu",7168.23522,"thousand megawatthours",65.35714,"million MMBtu",19104.6886875183,2.66518719059533
2021-05-01,"CA","California",98,"Electric Power","WND","wind","percent",17.94278,"million MMBtu",0,"million MMBtu",2029.03746,"thousand megawatthours",17.94278,"million MMBtu",5244.89330605086,2.58491694187394
2021-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",34.40819,"million MMBtu",0,"million MMBtu",3891.01024,"thousand megawatthours",34.40819,"million MMBtu",10057.9333528208,2.58491567290782
2021-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",38.55358,"million MMBtu",1.88611,"million MMBtu",5169.65862,"thousand megawatthours",40.43969,"million MMBtu",11821.0143232973,2.28661410592278
2021-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",59.89709,"million MMBtu",0.28467,"million MMBtu",6599.32186,"thousand megawatthours",60.18177,"million MMBtu",17591.8649517685,2.66570798105739
2021-04-01,"CA","California",98,"Electric Power","WND","wind","percent",16.16655,"million MMBtu",0,"million MMBtu",1828.17451,"thousand megawatthours",16.16655,"million MMBtu",4725.6796258404,2.58491714001657
2021-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",31.5799,"million MMBtu",0,"million MMBtu",3571.17428,"thousand megawatthours",31.5799,"million MMBtu",9231.18971061093,2.58491716920938
2021-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",38.52852,"million MMBtu",1.70978,"million MMBtu",5099.64148,"thousand megawatthours",40.2383,"million MMBtu",11762.1455714703,2.30646519321008
2021-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",49.4601,"million MMBtu",0.36244,"million MMBtu",5410.57466,"thousand megawatthours",49.82254,"million MMBtu",14563.7357497808,2.69171699218004
2021-03-01,"CA","California",98,"Electric Power","WND","wind","percent",11.73997,"million MMBtu",0,"million MMBtu",1327.6004,"thousand megawatthours",11.73997,"million MMBtu",3431.73633440514,2.58491661678103
2021-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",25.18152,"million MMBtu",0,"million MMBtu",2847.62433,"thousand megawatthours",25.18152,"million MMBtu",7360.86524408068,2.58491443781163
2021-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",41.1865,"million MMBtu",1.82848,"million MMBtu",5522.48279,"thousand megawatthours",43.01497,"million MMBtu",12573.8000584624,2.27683825130806
2021-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",39.14546,"million MMBtu",1.52747,"million MMBtu",5234.97359,"thousand megawatthours",40.67293,"million MMBtu",11889.1932183572,2.27110853836365
2021-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",41.68106,"million MMBtu",0.35833,"million MMBtu",4534.46079,"thousand megawatthours",42.03939,"million MMBtu",12288.6261327097,2.71005235282004
2021-02-01,"CA","California",98,"Electric Power","WND","wind","percent",9.68963,"million MMBtu",0,"million MMBtu",1095.74009,"thousand megawatthours",9.68963,"million MMBtu",2832.39695995323,2.58491679350094
2021-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",19.52829,"million MMBtu",0,"million MMBtu",2208.33332,"thousand megawatthours",19.52829,"million MMBtu",5708.35720549547,2.58491648602008
2021-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",45.00462,"million MMBtu",1.78509,"million MMBtu",6097.9387,"thousand megawatthours",46.78971,"million MMBtu",13677.2025723473,2.24292228000706
2021-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",34.49648,"million MMBtu",0.37171,"million MMBtu",3707.72653,"thousand megawatthours",34.86819,"million MMBtu",10192.3969599532,2.74896135879612
2021-01-01,"CA","California",98,"Electric Power","WND","wind","percent",6.61221,"million MMBtu",0,"million MMBtu",747.7338,"thousand megawatthours",6.61221,"million MMBtu",1932.82958199357,2.58491669360616
2021-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",14.81229,"million MMBtu",0,"million MMBtu",1675.03003,"thousand megawatthours",14.81229,"million MMBtu",4329.81292019877,2.58491659412146
2020-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",13.52454,"million MMBtu",0,"million MMBtu",1541.60927,"thousand megawatthours",13.52454,"million MMBtu",3953.38789827536,2.56445519316017
2020-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",57.64918,"million MMBtu",1.66245,"million MMBtu",7722.87768,"thousand megawatthours",59.31163,"million MMBtu",17337.5124232681,2.24495494317709
2020-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.61814,"million MMBtu",0.4589,"million MMBtu",3524.63084,"thousand megawatthours",33.07704,"million MMBtu",9668.82198187664,2.7432155084578
2020-12-01,"CA","California",98,"Electric Power","WND","wind","percent",5.71622,"million MMBtu",0,"million MMBtu",651.56971,"thousand megawatthours",5.71622,"million MMBtu",1670.92078339667,2.56445435960592
2020-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",16.873,"million MMBtu",0,"million MMBtu",1923.28614,"thousand megawatthours",16.873,"million MMBtu",4932.18357205496,2.56445646306948
2020-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",51.99227,"million MMBtu",1.59081,"million MMBtu",6924.96851,"thousand megawatthours",53.58309,"million MMBtu",15662.9903536977,2.2618139463132
2020-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.31489,"million MMBtu",0.38607,"million MMBtu",3875.29809,"thousand megawatthours",35.70096,"million MMBtu",10435.8257819351,2.69290917487462
2020-11-01,"CA","California",98,"Electric Power","WND","wind","percent",5.8197,"million MMBtu",0,"million MMBtu",663.36421,"thousand megawatthours",5.8197,"million MMBtu",1701.16924875767,2.56445738722876
2020-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",39.9415,"million MMBtu",0.34415,"million MMBtu",4371.46517,"thousand megawatthours",40.28565,"million MMBtu",11775.9865536393,2.69383057983721
2020-10-01,"CA","California",98,"Electric Power","WND","wind","percent",7.61161,"million MMBtu",0,"million MMBtu",867.61709,"thousand megawatthours",7.61161,"million MMBtu",2224.96638409822,2.56445661311053
2020-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",20.00907,"million MMBtu",0,"million MMBtu",2280.75563,"thousand megawatthours",20.00907,"million MMBtu",5848.895059924,2.56445494773326
2020-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",70.01449,"million MMBtu",2.18419,"million MMBtu",9145.17002,"thousand megawatthours",72.19867,"million MMBtu",21104.5513007892,2.3077265107849
2020-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",21.75412,"million MMBtu",0,"million MMBtu",2479.66706,"thousand megawatthours",21.75412,"million MMBtu",6358.9944460684,2.5644549418132
2020-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",66.90281,"million MMBtu",2.81773,"million MMBtu",8624.10838,"thousand megawatthours",69.72055,"million MMBtu",20380.166617948,2.36316216354739
2020-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",41.95425,"million MMBtu",0.32978,"million MMBtu",4582.08724,"thousand megawatthours",42.28403,"million MMBtu",12360.137386729,2.69749062803288
2020-09-01,"CA","California",98,"Electric Power","WND","wind","percent",6.98872,"million MMBtu",0,"million MMBtu",796.61621,"thousand megawatthours",6.98872,"million MMBtu",2042.88804443145,2.56445703563006
2020-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",54.39468,"million MMBtu",0.3718,"million MMBtu",5980.05644,"thousand megawatthours",54.76648,"million MMBtu",16008.9096755335,2.67704993024003
2020-08-01,"CA","California",98,"Electric Power","WND","wind","percent",12.6269,"million MMBtu",0,"million MMBtu",1439.29087,"thousand megawatthours",12.6269,"million MMBtu",3690.99678456592,2.56445508097048
2020-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",27.70908,"million MMBtu",0,"million MMBtu",3158.44947,"thousand megawatthours",27.70908,"million MMBtu",8099.70184156679,2.564455096876
2020-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",80.25178,"million MMBtu",3.10807,"million MMBtu",10205.50557,"thousand megawatthours",83.35985,"million MMBtu",24367.100263081,2.38764264013634
2020-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",62.01517,"million MMBtu",0.34826,"million MMBtu",6863.62702,"thousand megawatthours",62.36343,"million MMBtu",18229.5907629348,2.65597048176065
2020-07-01,"CA","California",98,"Electric Power","WND","wind","percent",14.82218,"million MMBtu",0,"million MMBtu",1689.52175,"thousand megawatthours",14.82218,"million MMBtu",4332.70388775212,2.56445582174489
2020-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",33.30946,"million MMBtu",0,"million MMBtu",3796.81573,"thousand megawatthours",33.30946,"million MMBtu",9736.76118094124,2.56445449907079
2020-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",59.67428,"million MMBtu",2.60367,"million MMBtu",7818.96735,"thousand megawatthours",62.27796,"million MMBtu",18204.6068401052,2.32826229158064
2020-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",57.36509,"million MMBtu",0.3919,"million MMBtu",6358.19406,"thousand megawatthours",57.75699,"million MMBtu",16883.0722011108,2.65532508787736
2020-06-01,"CA","California",98,"Electric Power","WND","wind","percent",15.09426,"million MMBtu",0,"million MMBtu",1720.53623,"thousand megawatthours",15.09426,"million MMBtu",4412.23618824905,2.56445409943448
2020-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",29.50997,"million MMBtu",0,"million MMBtu",3363.72546,"thousand megawatthours",29.50997,"million MMBtu",8626.12394036831,2.56445540605098
2020-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",39.88367,"million MMBtu",2.28808,"million MMBtu",5288.10631,"thousand megawatthours",42.17175,"million MMBtu",12327.3165741011,2.33114008142948
2020-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",27.21229,"million MMBtu",2.34868,"million MMBtu",3555.42849,"thousand megawatthours",29.56098,"million MMBtu",8641.03478515054,2.43037788819388
2020-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",56.38089,"million MMBtu",0.32447,"million MMBtu",6247.37363,"thousand megawatthours",56.70537,"million MMBtu",16575.6708564747,2.65322227197651
2020-05-01,"CA","California",98,"Electric Power","WND","wind","percent",13.61607,"million MMBtu",0,"million MMBtu",1552.04326,"thousand megawatthours",13.61607,"million MMBtu",3980.14323297281,2.56445379813241
2020-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",29.56921,"million MMBtu",0,"million MMBtu",3370.47927,"thousand megawatthours",29.56921,"million MMBtu",8643.44051446945,2.56445443572464
2020-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",48.58396,"million MMBtu",0.36096,"million MMBtu",5366.94551,"thousand megawatthours",48.94493,"million MMBtu",14307.1996492254,2.66579931220978
2020-04-01,"CA","California",98,"Electric Power","WND","wind","percent",13.33647,"million MMBtu",0,"million MMBtu",1520.17242,"thousand megawatthours",13.33647,"million MMBtu",3898.41274481146,2.56445432999729
2020-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",22.31283,"million MMBtu",0,"million MMBtu",2543.3513,"thousand megawatthours",22.31283,"million MMBtu",6522.3121894183,2.56445587733724
2020-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",28.93931,"million MMBtu",2.36322,"million MMBtu",3838.41544,"thousand megawatthours",31.30253,"million MMBtu",9150.11107863198,2.38382510222291
2020-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",41.40323,"million MMBtu",0.35939,"million MMBtu",4529.76022,"thousand megawatthours",41.76262,"million MMBtu",12207.7228880444,2.6950042154868
2020-03-01,"CA","California",98,"Electric Power","WND","wind","percent",9.91408,"million MMBtu",0,"million MMBtu",1130.06757,"thousand megawatthours",9.91408,"million MMBtu",2898.00643086817,2.56445411566688
2020-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",17.70053,"million MMBtu",0,"million MMBtu",2017.61437,"thousand megawatthours",17.70053,"million MMBtu",5174.08067816428,2.56445471200935
2020-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",43.2274,"million MMBtu",2.24762,"million MMBtu",5777.97449,"thousand megawatthours",45.47502,"million MMBtu",13292.9026600409,2.30061636357985
2020-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",37.07339,"million MMBtu",0.38405,"million MMBtu",4023.25671,"thousand megawatthours",37.45744,"million MMBtu",10949.2662964046,2.7214933288223
2020-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",18.07721,"million MMBtu",0,"million MMBtu",2060.55062,"thousand megawatthours",18.07721,"million MMBtu",5284.18883367436,2.5644547541736
2020-02-01,"CA","California",98,"Electric Power","WND","wind","percent",6.83587,"million MMBtu",0,"million MMBtu",779.19492,"thousand megawatthours",6.83587,"million MMBtu",1998.20812627887,2.5644521993019
2020-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",38.97157,"million MMBtu",1.94888,"million MMBtu",5195.4844,"thousand megawatthours",40.92045,"million MMBtu",11961.546331482,2.30229665043014
2020-01-01,"CA","California",98,"Electric Power","WND","wind","percent",6.68691,"million MMBtu",0,"million MMBtu",762.21476,"thousand megawatthours",6.68691,"million MMBtu",1954.66530254312,2.56445480345082
2020-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",43.02546,"million MMBtu",2.55425,"million MMBtu",5815.00491,"thousand megawatthours",45.57971,"million MMBtu",13323.5048231511,2.2912284734685
2020-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.2455,"million MMBtu",0.34944,"million MMBtu",3453.26917,"thousand megawatthours",32.59493,"million MMBtu",9527.89535223619,2.7590943199589
2020-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",13.36913,"million MMBtu",0,"million MMBtu",1523.89503,"thousand megawatthours",13.36913,"million MMBtu",3907.95966091786,2.56445462711291
2019-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",26.32694,"million MMBtu",0.39069,"million MMBtu",2747.8871,"thousand megawatthours",26.71762,"million MMBtu",7809.88599824613,2.8421422402129
2019-12-01,"CA","California",98,"Electric Power","WND","wind","percent",4.26594,"million MMBtu",0,"million MMBtu",479.04965,"thousand megawatthours",4.26594,"million MMBtu",1246.9862613271,2.60304179603742
2019-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",9.57427,"million MMBtu",0,"million MMBtu",1075.1577,"thousand megawatthours",9.57427,"million MMBtu",2798.67582578194,2.60303751327078
2019-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",55.73726,"million MMBtu",2.6349,"million MMBtu",7565.87601,"thousand megawatthours",58.37216,"million MMBtu",17062.8938906752,2.25524365825224
2019-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",29.36382,"million MMBtu",0.3466,"million MMBtu",3100.59608,"thousand megawatthours",29.71042,"million MMBtu",8684.71791873721,2.80098332535375
2019-11-01,"CA","California",98,"Electric Power","WND","wind","percent",4.15277,"million MMBtu",0,"million MMBtu",466.3413,"thousand megawatthours",4.15277,"million MMBtu",1213.90529085063,2.60304050027443
2019-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",14.37481,"million MMBtu",0,"million MMBtu",1614.24017,"thousand megawatthours",14.37481,"million MMBtu",4201.93218357205,2.60304027967044
2019-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",55.59532,"million MMBtu",2.5575,"million MMBtu",7478.91045,"thousand megawatthours",58.15282,"million MMBtu",16998.7781350482,2.27289499569396
2019-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",22.06325,"million MMBtu",0,"million MMBtu",2477.62613,"thousand megawatthours",22.06325,"million MMBtu",6449.35691318328,2.60303878583299
2019-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",55.82551,"million MMBtu",2.92048,"million MMBtu",7477.38443,"thousand megawatthours",58.74599,"million MMBtu",17172.1689564455,2.29654755846831
2019-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",41.74441,"million MMBtu",0.32445,"million MMBtu",4493.74288,"thousand megawatthours",42.06885,"million MMBtu",12297.23764981,2.73652453604778
2019-10-01,"CA","California",98,"Electric Power","WND","wind","percent",7.80175,"million MMBtu",0,"million MMBtu",876.10939,"thousand megawatthours",7.80175,"million MMBtu",2280.54662379421,2.60303867282396
2019-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",48.9603,"million MMBtu",0.34094,"million MMBtu",5284.55461,"thousand megawatthours",49.30124,"million MMBtu",14411.353405437,2.72707058001942
2019-09-01,"CA","California",98,"Electric Power","WND","wind","percent",10.76486,"million MMBtu",0,"million MMBtu",1208.8552,"thousand megawatthours",10.76486,"million MMBtu",3146.69979538147,2.6030411213696
2019-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",24.09058,"million MMBtu",0,"million MMBtu",2705.28778,"thousand megawatthours",24.09058,"million MMBtu",7041.97018415668,2.60303921683211
2019-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",57.39474,"million MMBtu",2.87158,"million MMBtu",7419.84749,"thousand megawatthours",60.26632,"million MMBtu",17616.5799473838,2.37425094937953
2019-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",56.89835,"million MMBtu",0.39854,"million MMBtu",6168.49266,"thousand megawatthours",57.29689,"million MMBtu",16748.5793627594,2.71518185818177
2019-08-01,"CA","California",98,"Electric Power","WND","wind","percent",13.07626,"million MMBtu",0,"million MMBtu",1468.4187,"thousand megawatthours",13.07626,"million MMBtu",3822.35019000292,2.60303835003117
2019-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",29.27191,"million MMBtu",0,"million MMBtu",3287.13224,"thousand megawatthours",29.27191,"million MMBtu",8556.53610055539,2.60303981581082
2019-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",66.50605,"million MMBtu",3.14373,"million MMBtu",8588.17899,"thousand megawatthours",69.64978,"million MMBtu",20359.4796843028,2.37063988862007
2019-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",54.87394,"million MMBtu",2.97623,"million MMBtu",7121.14418,"thousand megawatthours",57.85017,"million MMBtu",16910.3098509208,2.37466191155264
2019-07-01,"CA","California",98,"Electric Power","WND","wind","percent",14.89446,"million MMBtu",0,"million MMBtu",1672.59447,"thousand megawatthours",14.89446,"million MMBtu",4353.83221280327,2.60304113812075
2019-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",29.77132,"million MMBtu",0,"million MMBtu",3343.21377,"thousand megawatthours",29.77132,"million MMBtu",8702.51973107278,2.60304016726779
2019-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",59.10215,"million MMBtu",0.35142,"million MMBtu",6406.22636,"thousand megawatthours",59.45357,"million MMBtu",17379.0032154341,2.71283002485633
2019-06-01,"CA","California",98,"Electric Power","WND","wind","percent",13.91434,"million MMBtu",0,"million MMBtu",1562.53084,"thousand megawatthours",13.91434,"million MMBtu",4067.33118971061,2.60304058364097
2019-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",29.54399,"million MMBtu",0,"million MMBtu",3317.68612,"thousand megawatthours",29.54399,"million MMBtu",8636.06840105232,2.60303961516779
2019-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",31.03865,"million MMBtu",2.63303,"million MMBtu",4049.74564,"thousand megawatthours",33.67168,"million MMBtu",9842.64250219234,2.43043474261073
2019-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",57.26806,"million MMBtu",0.59813,"million MMBtu",6217.66665,"thousand megawatthours",57.86618,"million MMBtu",16914.9897690734,2.72047228023609
2019-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",21.37593,"million MMBtu",2.49846,"million MMBtu",2740.67186,"thousand megawatthours",23.87439,"million MMBtu",6978.77521192634,2.54637387050281
