end_time,artist_name,track_name,ms_played,id
2021-02-24 04:07,Melanie Martinez,Lunchbox Friends,47402,6viCrMdt8zgjOygIuJMC5X
2021-02-24 04:08,girl in red,girls,47189,3DZ8dbKg4OTSSqGARvecYd
2021-02-24 04:09,Troye Sivan,My My My!,91274,3Kkjo3cT83cw09VJyrLNwX
2021-02-24 04:10,Rex Orange County,Corduroy Dreams,60181,02tvc9CFnTyHuSRlGeNv9w
2021-02-24 04:27,Wallows,Pleaser,112320,11zf7m4vw9Ze7cer9Nyhk1
2021-02-24 04:27,Clairo,4EVER,1407,5mIOsPuQdXchVY0jB5NO9Q
2021-02-24 04:31,Troye Sivan,Easy (with Kacey Musgraves feat. Mark Ronson),213571,4XWaUb7mKRcJR5RPp4IIDr
2021-02-24 04:31,King Princess,1950,6525,0CZ8lquoTX2Dkg7Ak2inwA
2021-02-24 04:31,Lorde,Ribs,24469,2MvvoeRt8NcOXWESkxWn3g
2021-02-24 04:32,Rex Orange County,Pluto Projector,31338,4EWBhKf1fOFnyMtUzACXEc
2021-02-24 04:36,Conan Gray,Lookalike,220866,4K3gM7kzX4POAfrs71HomN
2021-02-24 04:37,Dayglow,Hot Rod,67721,0zePbRMJ9sd7wsZRlbPQua
2021-02-24 04:40,Lorde,Liability,171727,6Kkt27YmFyIFrcX3QXFi2o
2021-02-24 04:44,Conan Gray,Crush Culture,204120,2sHwSBNDZN2yjCtgwStYt1
2021-02-24 04:45,Sara Kays,Remember That Night?,106299,1nYzjrdVQ8RpF93M0jPFW7
2021-02-24 04:48,Lorde,Perfect Places,26837,7ARveOiD31w2Nq0n5FsSf8
2021-02-24 04:48,Alexander 23,Nothing's the Same,2336,3vSLSOhE8HWBC2WiN0j0hD
2021-02-24 04:48,girl in red,we fell in love in october,50954,1BYZxKSf0aTxp8ZFoeyM3d
2021-02-24 13:05,blackbear,chateau,2080,41mclLjggl2nmbYpRisKrh
2021-02-24 23:23,Conan Gray,Greek God,21687,7KJXiuMXQu723ODChoxENp
2021-02-24 23:26,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-24 23:29,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-24 23:32,Dua Lipa,Levitating (feat. DaBaby),203064,5nujrmhLynf4yMoMtj8AQF
2021-02-24 23:36,Sia,"Audio (feat. Sia, Diplo, and Labrinth)",204093,100eDEmpWV5YGVCqHI0leU
2021-02-24 23:39,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-24 23:43,PUBLIC,Make You Mine,232906,5iFwAOB2TFkPJk8sMlxP8g
2021-02-24 23:46,FINNEAS,American Cliché,203389,2IFioAFD8QEIq17UwOaSFb
2021-02-24 23:47,girl in red,we fell in love in october,56027,1BYZxKSf0aTxp8ZFoeyM3d
2021-02-24 23:50,Conan Gray,Overdrive,130960,3QyoC6OvQUmpQwQZ18iaTs
2021-02-24 23:53,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-24 23:53,One Direction,Never Enough,680,0Gl5s8IhMmQE5YQwM8Qx1J
2021-02-24 23:53,blackbear,hot girl bummer,7940,6jRq8gaZhMUyy5RclRPcAf
2021-02-24 23:53,NOTD,I Wanna Know (feat. Bea Miller),15879,18W92Zm1KjLCbUIszOhpkD
2021-02-24 23:56,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-24 23:57,Big Gigantic,Friends,2496,5TxRUOsGeWeRl3xOML59Ai
2021-02-25 00:19,Big Gigantic,Friends,592,5TxRUOsGeWeRl3xOML59Ai
2021-02-25 00:22,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-25 00:26,PUBLIC,Make You Mine,232906,5iFwAOB2TFkPJk8sMlxP8g
2021-02-25 00:30,Taylor Swift,Safe & Sound - from The Hunger Games Soundtrack,240066,0z9UVN8VBHJ9HdfYsOuuNf
2021-02-25 00:34,Taylor Swift,Eyes Open,244586,69Kzq3FMkDwiSFBQzRckFD
2021-02-25 00:37,FINNEAS,American Cliché,203389,2IFioAFD8QEIq17UwOaSFb
2021-02-25 00:45,BØRNS,American Money,219128,4AewKenHXKBt643p473xCk
2021-02-25 16:32,Taylor Swift,Miss Americana & The Heartbreak Prince,853,214nt20w5wOxJnY462klLw
2021-02-25 16:32,Lana Del Rey,Summertime Sadness,1983,2dBwB667LHQkLhdYlwLUZK
2021-02-25 16:32,Harry Styles,Watermelon Sugar,2986,6UelLqGlWMcVH1E5c4H7lY
2021-02-25 16:32,Shy Baldwin,One Less Angel,831,3OsSb8LatkmXw0bfl1Wy2F
2021-02-25 16:32,The Police,The Bed's Too Big Without You,661,3PfBnnkOf0LbCw2jixUCQG
2021-02-25 16:32,Taylor Swift,Breathe,4437,567CrVjCl2p3qmZqMKfOD9
2021-02-25 16:32,Tom Petty and the Heartbreakers,We Stand A Chance,704,2zRf7G1LNe1D6jXQw1zZfr
2021-02-25 16:32,ZAYN,PILLOWTALK,1962,0PDUDa38GO8lMxLCRc4lL1
2021-02-25 16:32,Tom Petty and the Heartbreakers,Finding Out,874,4YgjTjzden2HdFOyEF3R9h
2021-02-25 16:34,The Beatles,Martha My Dear - Remastered 2009,148573,1swmf4hFMJYRNA8Rq9PVaW
2021-02-25 16:38,Queen,Another One Bites The Dust - Remastered 2011,214653,57JVGBtBLCfHw2muk5416J
2021-02-25 16:42,Tom Petty and the Heartbreakers,The Last DJ,227986,0uUy3WK0JtTqhSFikqprgz
2021-02-25 16:47,Tom Petty and the Heartbreakers,Rebels,321693,7fBKbK8897K5V5zgr7ymIz
2021-02-25 16:48,Jason Mraz,I Won't Give Up,6229,53QF56cjZA9RTuuMZDrSA6
2021-02-25 16:48,Tom Petty,To Find A Friend,1280,5sY2beqWPiCRmTyjEkRPPZ
2021-02-25 16:48,Taylor Swift,Lover (Remix) [feat. Shawn Mendes],1280,3i9UVldZOE0aD0JnyfAZZ0
2021-02-25 16:48,Taylor Swift,Call It What You Want,57594,1GwMQaZz6Au3QLDbjbMdme
2021-02-25 16:48,Taylor Swift,cowboy like me,1194,1XjHRolIXL2M1EEOUsGGR4
2021-02-25 16:51,Elton John,I'm Still Standing,183440,2hnhNNo5Rk65UX8GIlhsAM
2021-02-25 16:58,Tom Petty and the Heartbreakers,A One Story Town,186333,1BbMhfUaNtdpwoHaCuPVhC
2021-02-25 17:02,PUBLIC,Make You Mine,232906,5iFwAOB2TFkPJk8sMlxP8g
2021-02-25 17:06,Taylor Swift,Eyes Open,244586,69Kzq3FMkDwiSFBQzRckFD
2021-02-25 17:10,FINNEAS,American Cliché,203389,2IFioAFD8QEIq17UwOaSFb
2021-02-25 17:13,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-25 17:16,CVBZ,Louder,193961,4Aw8n6r2vuU0KUo1a2nftp
2021-02-25 17:20,Wrabel,magic,205911,0fv2KH6hac06J86hBUTcSf
2021-02-25 17:21,Yusuf / Cat Stevens,Peace Train,60228,4d0d2llNcQIHmaCgYTrODQ
2021-02-25 17:27,Kanye West,Monster,378893,2UREu1Y8CO4jXkbvqAtP7g
2021-02-25 17:31,Kanye West,Hold My Liquor,217996,5nIu0VwPOsjkF61zfevLKh
2021-02-25 17:34,Kanye West,Good Morning,195093,0Q2n5yzl2XRqYbV77tZNYp
2021-02-25 17:37,Kanye West,Champion,167600,6nO3tr47nr2P7f3hXb8JIo
2021-02-25 17:42,Kanye West,Stronger,311866,0j2T0R9dR9qdJYsB7ciXhf
2021-02-25 17:46,Kanye West,I Wonder,243440,7rbECVPkY5UODxoOUVKZnA
2021-02-25 17:46,Kanye West,Good Life,18810,4ZPdLEztrlZqbJkgHNw54L
2021-02-25 17:49,Lizzo,Cuz I Love You,179978,6YdQgWSpsxhVeX6Xmv3IFJ
2021-02-25 17:52,Lizzo,Like a Girl,184857,7K0lR5Ngf5jkOWt1g6ut6l
2021-02-25 17:56,Lizzo,Juice,195144,7FIWs0pqAYbP91WWM0vlTQ
2021-02-25 18:06,Lizzo,Soulmate,113694,0gOz9JUXsaKVzLTSmFDtdo
2021-02-25 18:09,Rooney,When Did Your Heart Go Missing?,10494,60okmgzrYnFh2nXfi0XxWR
2021-02-25 18:09,Bruno Mars,Runaway Baby,147746,5MMLS3xm12D7N26xlfFApr
2021-02-25 18:13,Bruno Mars,Liquor Store Blues (feat. Damian Marley),229373,4KykoaJQ5UxjCpp3lYkvTE
2021-02-25 18:16,blackbear,i feel bad,175066,7umZiitjVsEjMQ6HNddpUI
2021-02-25 18:18,DVBBS,West Coast (feat. Quinn XCII),150819,4fCE1SCDulouoac9Q8XroU
2021-02-25 18:30,Nick Jonas,Jealous,223106,0MMyJUC3WNnFS1lit5pTjk
2021-02-25 18:34,Taylor Swift,Style,231000,4lIxdJw6W3Fg4vUIYCB0S5
2021-02-25 18:38,Bruno Mars,The Other Side (feat. CeeLo Green and B.o.B),227760,0HasfWMrNxTjycDy9TkRtA
2021-02-25 22:32,Jason Mraz,I Won't Give Up,571,53QF56cjZA9RTuuMZDrSA6
2021-02-25 22:32,Tom Petty and the Heartbreakers,I Need to Know,780,7ffwRz8lZyDOE4Vj58Lo72
2021-02-25 22:32,Dido,White Flag,4829,7kSnepoeA7BZwAtBWhH1Yu
2021-02-25 22:32,Dido,White Flag,2286,7kSnepoeA7BZwAtBWhH1Yu
2021-02-25 22:36,FINNEAS,American Cliché,203389,2IFioAFD8QEIq17UwOaSFb
2021-02-25 22:40,Taylor Swift,Dancing With Our Hands Tied,269,7I7JbDv63ZJJsSi24DyJrz
2021-02-25 22:40,PUBLIC,Make You Mine,232907,5iFwAOB2TFkPJk8sMlxP8g
2021-02-25 22:40,PUBLIC,Make You Mine,40796,5iFwAOB2TFkPJk8sMlxP8g
2021-02-25 22:41,Tom Petty and the Heartbreakers,Into The Great Wide Open,17577,63xBnyUVKIupzjHno4wFs3
2021-02-25 22:44,Tom Petty and the Heartbreakers,Into The Great Wide Open,158948,63xBnyUVKIupzjHno4wFs3
2021-02-25 22:48,Taylor Swift,Come Back...Be Here,74095,4pNApnaUWAL2J4KO2eqokq
2021-02-25 22:54,Harry Styles,Lights Up,5336,4jAIqgrPjKLTY9Gbez25Qb
2021-02-25 22:57,Anna of the North,Dream Girl,151680,59bY27SZQ4r25o02vqOhgC
2021-02-25 23:03,Queen,Bohemian Rhapsody,355400,7tFiyTwD0nx5a1eklYtX2J
2021-02-25 23:06,Taylor Swift,Call It What You Want,203507,1GwMQaZz6Au3QLDbjbMdme
2021-02-25 23:10,Lana Del Rey,Summertime Sadness,265427,2dBwB667LHQkLhdYlwLUZK
2021-02-25 23:14,Taylor Swift,cardigan,239560,0N0h5lXc4HOiLgGb9EZi8m
2021-02-25 23:18,Taylor Swift,"no body, no crime (feat. HAIM)",215627,3RaT22zZsxVYxxKR7TAaYF
2021-02-25 23:23,Don Henley,The Boys Of Summer,288733,4gvea7UlDkAvsJBPZAd4oB
2021-02-25 23:31,Tom Petty and the Heartbreakers,Walls - Circus,265307,5yEpB2g3CbuVk4YmAkzkOK
2021-02-25 23:43,Natalie Imbruglia,Torn,244667,1Jaah2tmN9Hv81A87KZ1MU
2021-02-25 23:44,Bruno Mars,Talking to the Moon,0,161DnLWsx1i3u1JT05lzqU
2021-02-25 23:44,Tom Petty and the Heartbreakers,Learning To Fly,630,17S4XrLvF5jlGvGCJHgF51
2021-02-25 23:47,Lorde,Perfect Places,221874,7ARveOiD31w2Nq0n5FsSf8
2021-02-25 23:51,Niall Horan,Cross Your Mind,228767,2zPIhmitmDGUjW1JQQ1PeG
2021-02-25 23:54,Taylor Swift,Death By A Thousand Cuts,198533,2dgFqt3w9xIQRjhPtwNk3D
2021-02-25 23:58,Billie Eilish,lovely (with Khalid),200186,0u2P5u6lvoDfwTYjAADbn4
2021-02-26 00:01,Tom Petty and the Heartbreakers,Deliver Me,176493,4imwSeFR8R3yKpfD2yNI2r
2021-02-26 00:05,Tears For Fears,Everybody Wants To Rule The World,251489,4RvWPyQ5RL0ao9LPZeSouE
2021-02-26 00:09,Bruno Mars,Our First Time,165591,5BmKRyAjCnvkko7Ms00YtA
2021-02-26 00:11,Phil Collins,In The Air Tonight - 2015 Remastered,336453,18AXbzPzBS8Y3AkgSxzJPb
2021-02-26 00:26,Elton John,Goodbye Yellow Brick Road - Remastered 2014,91787,4IRHwIZHzlHT1FQpRa5RdE
2021-02-26 01:25,PUBLIC,Make You Mine,2658,5iFwAOB2TFkPJk8sMlxP8g
2021-02-26 01:28,Sublime,Santeria,191465,2hnMS47jN0etwvFPzYk11f
2021-02-26 01:34,PUBLIC,Make You Mine,232906,5iFwAOB2TFkPJk8sMlxP8g
2021-02-26 02:18,311,Amber,77856,0Fs9cdPDhptWEDJmiCbkEW
2021-02-26 12:36,Pop Smoke,AP - Music from the film Boogie,14110,17vGPZ5EsdvtgAOCD4FLWI
2021-02-26 12:36,Drakeo the Ruler,Talk To Me,10490,5k5ZVVrn8Pu6ltw3wKuPCO
2021-02-26 12:36,Post Malone,Only Wanna Be With You - Pokémon 25 Version,11600,3SawmGBjjq8EOYZJV11cJm
2021-02-26 12:38,Nick Jonas,Spaceman,14410,1A8SxnqRK3qabmuN2qxIpa
2021-02-26 12:38,Joel Corry,BED,84390,7eJMfftS33KTjuF7lTsMCx
2021-02-26 12:38,2KBABY,Like This,23450,4UG2Fm0E98LhE2dlNxiAXx
2021-02-26 12:38,Post Malone,Only Wanna Be With You - Pokémon 25 Version,2400,3SawmGBjjq8EOYZJV11cJm
2021-02-26 12:39,Bryson Tiller,7:00,1630,7LJZyNjN5U0LdYSBQ9hlLz
2021-02-26 12:39,Sad Night Dynamite,Krunk,1050,4JC2H3j5NOkpiOXTgMVsx7
2021-02-26 12:39,Dayglow,Something,11250,1nFtiJxYdhtFfFtfXBv06s
2021-02-26 12:39,Madison Beer,Blue,11480,11iIikXxC6NP0Ma8vMD27x
2021-02-26 12:39,Zara Larsson,Look What You've Done,10190,7t1lBIr3WIEtqQEOdZFMUf
2021-02-26 12:39,Yung Bleu,Thieves In Atlanta (feat. Coi Leray),1320,0O6vnplGquhXRh0Zghyr8w
2021-02-26 12:39,Sam Ryder,Whirlwind,1150,3uDa49zGfJFVXdBk9L5uQs
2021-02-26 12:39,Alice Longyu Gao,She Abunai,2100,5CGWdCX8CT5oRaou51q76O
2021-02-26 12:39,KYLE,But Cha (feat. Josh Golden),11390,0yKBinwqV7fh1wokWh9ib7
2021-02-26 12:40,Daft Punk,One More Time,59110,3MjUtNVVq3C8Fn0MP3zhXa
2021-02-26 12:43,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-26 12:47,Jason Mraz,Make It Mine,187773,4WnxgTTFsaJ7Fhh4CQbevQ
2021-02-26 12:50,A R I Z O N A,Summer Days,219885,7Feaw9WAEREY0DUOSXJLOM
2021-02-26 12:51,Matthew Blake,Upside Down,630,6shRGWCtBUOPFLFTTqXZIC
2021-02-26 12:51,The Strike,The Strangest Dream,5270,6HFlrUeCo9BwRvhlYkDbn6
2021-02-26 12:51,Khalid,Suncity (feat. Empress Of),800,6SkHm6poyKfzV6kc9any8k
2021-02-26 12:51,The Weeknd,Save Your Tears,1980,5QO79kh1waicV47BqGRL3g
2021-02-26 12:51,The Night Game,The Outfield,610,5sf1wqBZsHkpy7dPnDb7aD
2021-02-26 12:51,Lykke Li,I Follow Rivers - The Magician Remix,58230,4Jv7lweGIUOFQ7Oq2AtAh9
2021-02-26 12:51,Cher Lloyd,Want U Back,750,6E11E0lT5Zy7yb6iT3y8DN
2021-02-26 12:51,The Strike,Nothing New,670,01K4zKU104LyJ8gMb7227B
2021-02-26 12:54,BTS,Boy With Luv (feat. Halsey),77450,4a9tbd947vo9K8Vti9JwcI
2021-02-26 20:41,Troye Sivan,FOOLS,1493,0L5gFNrzHyh4OhMwEz6DGS
2021-02-26 20:41,BØRNS,Electric Love,24256,2GiJYvgVaD2HtM8GqD9EgQ
2021-02-26 20:41,Khalid,8TEEN,1216,5bgwqaRSS3M8WHWruHgSL5
2021-02-26 20:44,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-26 20:48,The Weeknd,Save Your Tears,215627,5QO79kh1waicV47BqGRL3g
2021-02-26 20:51,Sia,"Audio (feat. Sia, Diplo, and Labrinth)",204093,100eDEmpWV5YGVCqHI0leU
2021-02-26 20:54,Dua Lipa,Levitating (feat. DaBaby),203064,5nujrmhLynf4yMoMtj8AQF
2021-02-26 20:58,Neon Trees,Nights,215888,7eqoqGkKwgOaWNNHx90uEZ
2021-02-26 21:01,CVBZ,Louder,193961,4Aw8n6r2vuU0KUo1a2nftp
2021-02-26 21:05,Nick Jonas,Jealous,223106,0MMyJUC3WNnFS1lit5pTjk
2021-02-26 21:08,DVBBS,West Coast (feat. Quinn XCII),150819,4fCE1SCDulouoac9Q8XroU
2021-02-26 21:08,One Direction,A.M.,8801,0Hu1ylV8WuaLcLclixNgTV
2021-02-26 22:58,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-26 22:59,Taylor Swift,cowboy like me,60141,1XjHRolIXL2M1EEOUsGGR4
2021-02-26 22:59,5 Seconds of Summer,Kill My Time,1791,58obITYpGOduWc109gWitx
2021-02-26 23:02,Supertramp,Breakfast In America - 2010 Remastered,159346,4a5pNRjwmzYQuEY1E7O6pj
2021-02-26 23:05,Sia,"Audio (feat. Sia, Diplo, and Labrinth)",204093,100eDEmpWV5YGVCqHI0leU
2021-02-26 23:06,PUBLIC,Make You Mine,65106,5iFwAOB2TFkPJk8sMlxP8g
2021-02-26 23:09,Linked Horizon,Shinzo wo Sasageyo!,143103,5uraJqtCBvLpwt3VeomZdq
2021-02-26 23:11,Hiroaki Tommy Tominaga,JOJO SONO CHINO SADAME,118570,08q2CrXYf1ZaMbcKViPdVA
2021-02-26 23:41,Yugo Kanno,il vento d'oro,189013,17VP4tofJ3evJbtY8Tk1Qi
2021-02-27 00:40,FINNEAS,American Cliché,203389,2IFioAFD8QEIq17UwOaSFb
2021-02-27 00:44,Coda,BLOODY STREAM,261920,3BSPKTravgBDjmuG1rIXvw
2021-02-27 00:48,Linked Horizon,Guren no Yumiya,126928,70p3HYq9iHZisJqpDmWd1U
2021-02-27 02:40,Jason Mraz,Make It Mine,4806,4WnxgTTFsaJ7Fhh4CQbevQ
2021-02-27 02:43,Jason Mraz,Live High - From the Avocado Salad Sessions,13040,5aNvbqc6wYfnIj8dS4E1Hz
2021-02-27 02:43,Jason Mraz,Make It Mine,183026,4WnxgTTFsaJ7Fhh4CQbevQ
2021-02-27 02:47,Jason Mraz,I'm Yours,242187,52ZAsLhFwhCZsExUpSdG5H
2021-02-27 02:50,Jason Mraz,Lucky,191360,60SdxE8apGAxMiRrpbmLY0
2021-02-27 02:55,Jason Mraz,Butterfly,299067,2cYqizR4lgvp4Qu6IQ3qGN
2021-02-27 02:56,Jason Mraz,Live High,20054,3y8HeC82z6JzIcnLEj0GcO
2021-02-27 02:59,MAGIC!,No Evil,202933,77QScpB2OMJPRJqTmAyiVf
2021-02-27 03:04,MAGIC!,Let Your Hair Down,265693,0uQSHrFDVtbQyxNFCwm1EC
2021-02-27 03:07,MAGIC!,Stupid Me,224040,6qNB2ChCVPepl5ZjVJJTUW
2021-02-27 03:09,MAGIC!,No Way No,91864,3cjF2OFRmip8spwZYQRKxP
2021-02-27 03:11,LiSA,紅蓮華,196672,0qMip0B2D4ePEjBJvAtYre
2021-02-27 03:12,Taylor Swift,long story short,215920,2o2sgVJIgFXk8GQjWTgI6U
2021-02-27 03:16,Taylor Swift,"no body, no crime (feat. HAIM)",215627,3RaT22zZsxVYxxKR7TAaYF
2021-02-27 03:20,Taylor Swift,right where you left me - bonus track,245027,3zwMVvkBe2qIKDObWgXw4N
2021-02-27 03:24,MAGIC!,Paradise,235373,79EkGysjP2dL5GdpeQjRxT
2021-02-27 03:28,Taylor Swift,dorothea,225880,670fUmXf4KQekzbEgaXyPA
2021-02-27 03:31,Taylor Swift,gold rush,185320,5BK0uqwY9DNfZ630STAEaq
2021-02-27 03:36,Taylor Swift,cowboy like me,275040,1XjHRolIXL2M1EEOUsGGR4
2021-02-27 03:39,MAGIC!,Little Girl Big World,11756,2ZHyR6MntcGRLYe8sCxEmm
2021-02-27 03:39,MAGIC!,One Woman One Man,190533,6hdsNoZWIjPSjxcOnsjIxj
2021-02-27 03:43,Tom Petty and the Heartbreakers,The Last DJ,227987,0uUy3WK0JtTqhSFikqprgz
2021-02-27 03:47,Tom Petty and the Heartbreakers,Dreamville,227360,0dDAUlIiE8lGAHJSvsvktV
2021-02-27 03:50,Tom Petty and the Heartbreakers,The Man Who Loves Women,173560,7EOhgqeDauipBscd6ElO0I
2021-02-27 03:55,Tom Petty and the Heartbreakers,Walls - Circus,264873,5yEpB2g3CbuVk4YmAkzkOK
2021-02-27 03:58,Tom Petty and the Heartbreakers,A One Story Town,186333,1BbMhfUaNtdpwoHaCuPVhC
2021-02-27 04:01,Tom Petty and the Heartbreakers,Deliver Me,208040,4imwSeFR8R3yKpfD2yNI2r
2021-02-27 04:05,Owl City,Gold,218760,1PS1QMdUqOal0ai3Gt7sDQ
2021-02-27 04:09,Owl City,Fireflies,228347,3DamFFqW32WihKkTVlwTYQ
2021-02-27 04:12,Iyaz,Replay,182307,5vlEg2fT4cFWAqU5QptIpQ
2021-02-27 04:16,Tom Petty and the Heartbreakers,We Stand A Chance,218760,2zRf7G1LNe1D6jXQw1zZfr
2021-02-27 04:20,Tom Petty and the Heartbreakers,The Waiting,238493,5imShWWzwqfAJ9gXFpGAQh
2021-02-27 04:22,Tom Petty and the Heartbreakers,Grew up Fast,123600,0vVdhfmVzyRWyXTafs0ZS1
2021-02-27 04:25,Y2K,"Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)",186459,64YAQSR4jfmtHeJudcQix2
2021-02-27 04:29,Tom Petty and the Heartbreakers,Zero from Outer Space,26114,6IhFM3Z5hLM9ZFZpRCjpSc
2021-02-27 04:33,DNCE,Body Moves,236453,2igbKtoBMXdYgYPkCpl0V4
2021-02-27 04:38,Tears For Fears,Everybody Wants To Rule The World,251489,4RvWPyQ5RL0ao9LPZeSouE
2021-02-27 08:05,Eagles,Hotel California - 2013 Remaster,344680,40riOy7x9W7GXjyGp4pjAv
2021-02-27 14:44,Eagles,Hotel California - 2013 Remaster,2832,40riOy7x9W7GXjyGp4pjAv
2021-02-27 14:44,Billie Eilish,idontwannabeyouanymore,0,41zXlQxzTi6cGAjpOXyLYH
2021-02-27 14:44,Tears For Fears,Everybody Wants To Rule The World,1044,4RvWPyQ5RL0ao9LPZeSouE
2021-02-27 14:48,DNCE,Body Moves,236453,2igbKtoBMXdYgYPkCpl0V4
2021-02-27 14:51,Billie Eilish,watch,177523,4JeOesjcWWlprTAvucDSJX
2021-02-27 14:55,Deorro,Five More Hours,211975,3MOECVkNshqHYTPt5DZcdN
2021-02-27 14:58,Hot Chelle Rae,Tonight Tonight,200466,61Emqg95O9zo1GNOcyxq4Y
2021-02-27 15:02,Rihanna,Don't Stop The Music,267080,3hABxontq7VxnvlSpShJ8N
2021-02-27 15:05,Marshmello,One Thing Right,181823,4hPpVbbakQNv8YTHYaOJP4
2021-02-27 15:55,PUBLIC,Make You Mine,174190,5iFwAOB2TFkPJk8sMlxP8g
2021-02-27 22:44,Taylor Swift,Sparks Fly,2666,6d9IiDcFxtFVIvt9pCqyGH
2021-02-27 22:44,Conan Gray,Overdrive,183070,3QyoC6OvQUmpQwQZ18iaTs
2021-02-27 22:44,Max Drazen,Ruins,8664,3o34KTD8FClI4qA0GeAA0w
2021-02-27 22:44,FINNEAS,Die Alone,4522,4LkT6eAaE0ewY21VHfKoBv
2021-02-27 22:44,San Holo,Light,6762,0VjIjW4GlUZAMYd2vXMi3b
2021-02-27 22:45,GRACEY,Empty Love,2368,3T06rGO2dVEntMvym0vpQu
2021-02-27 22:45,Drax Project,Woke Up Late (feat. Hailee Steinfeld),725,4oPWkP9zQ5ANBbfdHGOvKF
2021-02-27 22:45,Dua Lipa,Levitating (feat. DaBaby),554,5nujrmhLynf4yMoMtj8AQF
2021-02-27 22:45,Griff,Black Hole,2837,2EoOZnxNgtmZaD8uUmz2nD
2021-02-27 22:45,Claudia Valentina,4:15,0,4wGMK7TyGAnuELmxc0lDpd
2021-02-27 22:45,Sia,"Audio (feat. Sia, Diplo, and Labrinth)",938,100eDEmpWV5YGVCqHI0leU
2021-02-27 22:45,Khalid,Hundred,1429,5TNX6rJ91T8PdEt94X50Y9
2021-02-27 22:48,Miike Snow,Change Your Mind,208653,06Nak3IpaRtZKS27DYoHmt
2021-02-27 22:52,PUBLIC,Make You Mine,232906,5iFwAOB2TFkPJk8sMlxP8g
2021-02-27 22:55,Anna of the North,Dream Girl,151680,59bY27SZQ4r25o02vqOhgC
2021-02-27 22:55,ZAYN,Entertainer,53025,4By48hpAtUx7F7F1yxvwvm
2021-02-27 22:59,Lorde,Perfect Places,221874,7ARveOiD31w2Nq0n5FsSf8
2021-02-27 23:03,Shania Twain,Come On Over,895,7A0apkTSTvMbSI7yplcmlh
2021-02-27 23:03,Shania Twain,Man! I Feel Like A Woman!,19605,6sxptembJVty4sNtcPMAVz
2021-02-27 23:03,Wrabel,magic,205911,0fv2KH6hac06J86hBUTcSf
2021-02-27 23:03,5 Seconds of Summer,Kill My Time,0,58obITYpGOduWc109gWitx
2021-02-27 23:04,Shania Twain,Man! I Feel Like A Woman!,20608,6sxptembJVty4sNtcPMAVz
2021-02-27 23:12,Shania Twain,Man! I Feel Like A Woman!,3274,6sxptembJVty4sNtcPMAVz
2021-02-27 23:19,The Police,Message In A Bottle,290280,3z6XUommYDWPHeFhmhhT6j
2021-02-27 23:23,The Police,Don't Stand So Close To Me,242667,4ONpHdSfzrrzMQZaOkYDQ0
2021-02-27 23:27,The Police,"De Do Do Do, De Da Da Da",247293,383Xl5QTigwj3QiA3Qc6S7
2021-02-27 23:32,The Police,Spirits In The Material World - Remastered 2003,54293,6w7H0Sz1rcGVRpEKZ9CtbX
2021-02-27 23:32,The Police,Roxanne,247699,696DnlkuDOXcMAnKlTgXXK
2021-02-27 23:35,The Police,It's Alright For You,128626,5fTI7JCaMRK09WtwG8ZrRK
2021-02-27 23:39,The Police,Bring On The Night,255213,4EkNINvDLeGgIL4zYGsYPb
2021-02-27 23:42,The Police,On Any Other Day,176973,6rN4PWNTD8AY1mfLslqrQG
2021-02-27 23:46,The Police,The Bed's Too Big Without You,265093,3PfBnnkOf0LbCw2jixUCQG
2021-02-27 23:50,The Police,Does Everyone Stare,227973,45BfHifOOhDpyPJn7El1JU
2021-02-27 23:50,The Police,No Time This Time,23557,2rjeRpzY5eKn2zZMwAfuod
2021-02-27 23:54,Taylor Swift,willow,214707,2AAyBZmMVZSZfgzXRYJOWQ
2021-02-27 23:58,Taylor Swift,champagne problems,244000,0sY6ZUTh4yoctD8VIXz339
2021-02-28 00:01,Taylor Swift,gold rush,185320,5BK0uqwY9DNfZ630STAEaq
2021-02-28 00:05,Taylor Swift,‘tis the damn season,229840,7dW84mWkdWE5a6lFWxJCBG
2021-02-28 00:09,Taylor Swift,tolerate it,245440,0PurA4JVJ8YQgSVopY8fn6
2021-02-28 00:13,Taylor Swift,"no body, no crime (feat. HAIM)",215627,3RaT22zZsxVYxxKR7TAaYF
2021-02-28 00:18,Taylor Swift,happiness,315147,5iSEsR6NKjlC9SrIJkyL3k
2021-02-28 00:22,Taylor Swift,dorothea,225880,670fUmXf4KQekzbEgaXyPA
