Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,111430,-,-,-,36.77,-120.58,-8,72,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Clearsky DHI,GHI,Clearsky GHI,Clearsky DNI,Cloud Type,Precipitable Water,Wind Direction
2014,1,1,0,30,0,0,0,0.164,0.9,66.81,7,1000,0,0,0,0,0,0.891,281.90000000000003
2014,1,1,1,30,0,0,0,0.164,0.9,65.35,7,1000,0,0,0,0,0,0.872,280.90000000000003
2014,1,1,2,30,0,0,0,0.164,1,63.620000000000005,7,1000,0,0,0,0,1,0.859,280.90000000000003
2014,1,1,3,30,0,0,0,0.164,1.1,66.22,6,1000,0,0,0,0,1,0.854,284.6
2014,1,1,4,30,0,0,-1,0.164,1.1,64.29,6,1000,0,0,0,0,1,0.855,294
2014,1,1,5,30,0,0,-1,0.164,1.1,62.77,6,1000,0,0,0,0,1,0.864,308.90000000000003
2014,1,1,6,30,0,0,-1,0.164,1,61.940000000000005,6,1000,0,0,0,0,4,0.879,319.6
2014,1,1,7,30,19,0,-1,0.164,0.9,58.17,7,1010,14,19,19,174,4,0.903,311.40000000000003
2014,1,1,8,30,48,612,0,0.164,1.1,51.800000000000004,10,1010,48,171,171,612,1,0.9410000000000001,287.6
2014,1,1,9,30,64,775,-1,0.164,0.9,40.52,13,1010,64,328,328,775,0,0.991,277.40000000000003
2014,1,1,10,30,69,863,-1,0.164,0.5,31.94,16,1000,69,450,450,863,0,1.048,274.8
2014,1,1,11,30,73,892,-1,0.164,0.6000000000000001,27.330000000000002,18,1000,73,515,515,892,0,1.109,314.70000000000005
2014,1,1,12,30,75,890,-2,0.164,0.9,24.97,19,1000,75,520,520,890,0,1.171,337
2014,1,1,13,30,81,831,-2,0.164,1.4000000000000001,24.68,19,1000,81,459,459,831,0,1.23,346
2014,1,1,14,30,72,761,-2,0.164,1.4000000000000001,26.69,18,1000,72,349,349,761,0,1.28,349.40000000000003
2014,1,1,15,30,54,566,0,0.164,1,38.75,15,1000,56,185,199,617,7,1.317,354.40000000000003
2014,1,1,16,30,24,129,1,0.164,1,50.45,12,1000,24,33,42,268,7,1.339,340.70000000000005
2014,1,1,17,30,0,0,0,0.164,1.1,54.99,10,1000,0,0,0,0,7,1.346,335.70000000000005
2014,1,1,18,30,0,0,0,0.164,1,58.730000000000004,9,1000,0,0,0,0,4,1.344,322.6
2014,1,1,19,30,0,0,0,0.164,1,58.18,9,1000,0,0,0,0,4,1.339,306.1
2014,1,1,20,30,0,0,0,0.164,1,57.04,9,1000,0,0,0,0,4,1.332,293.90000000000003
2014,1,1,21,30,0,0,0,0.164,1,55.86,9,1000,0,0,0,0,1,1.321,289.2
2014,1,1,22,30,0,0,0,0.164,1,54.33,9,1000,0,0,0,0,0,1.305,292.2
2014,1,1,23,30,0,0,-1,0.164,1,52.86,9,1000,0,0,0,0,0,1.287,299.90000000000003
2014,1,2,0,30,0,0,-1,0.164,0.9,51.71,9,1000,0,0,0,0,1,1.2710000000000001,310.70000000000005
2014,1,2,1,30,0,0,-1,0.164,0.8,51.22,9,1000,0,0,0,0,1,1.2590000000000001,316.90000000000003
2014,1,2,2,30,0,0,-1,0.164,0.7000000000000001,54.79,8,1000,0,0,0,0,1,1.25,312.8
2014,1,2,3,30,0,0,-1,0.164,0.7000000000000001,54.84,8,1000,0,0,0,0,1,1.242,298.2
2014,1,2,4,30,0,0,-1,0.164,0.7000000000000001,54.68,8,1000,0,0,0,0,1,1.231,280.2
2014,1,2,5,30,0,0,-1,0.164,0.7000000000000001,54.04,8,1000,0,0,0,0,1,1.22,268.1
2014,1,2,6,30,0,0,-1,0.164,0.7000000000000001,53.33,8,1000,0,0,0,0,1,1.212,257.8
2014,1,2,7,30,13,186,-1,0.164,0.7000000000000001,49.32,9,1000,13,19,19,186,1,1.207,249.9
2014,1,2,8,30,46,618,0,0.164,0.7000000000000001,43.92,12,1000,46,170,170,618,1,1.205,248.9
2014,1,2,9,30,62,779,-1,0.164,0.7000000000000001,35.4,15,1000,62,327,327,779,0,1.206,245.5
2014,1,2,10,30,68,862,0,0.164,0.6000000000000001,31.310000000000002,17,1000,68,448,448,862,0,1.208,226.10000000000002
2014,1,2,11,30,72,893,0,0.164,0.5,26.21,20,1000,72,515,515,893,0,1.212,220.70000000000002
2014,1,2,12,30,72,897,-1,0.164,0.4,24.21,21,1000,72,522,522,897,1,1.214,230.5
2014,1,2,13,30,68,876,-1,0.164,0.5,23.88,21,1000,68,468,468,876,0,1.214,288.90000000000003
2014,1,2,14,30,121,442,-1,0.164,0.7000000000000001,23.72,21,1000,61,282,359,814,2,1.218,343.1
2014,1,2,15,30,78,331,2,0.164,0.8,41.14,17,1000,48,156,208,682,8,1.229,354.40000000000003
2014,1,2,16,30,24,48,1,0.164,1.1,46.56,14,1000,22,28,47,354,3,1.239,357.40000000000003
2014,1,2,17,30,0,0,0,0.164,1.2000000000000002,49.300000000000004,12,1000,0,0,0,0,1,1.245,356.5
2014,1,2,18,30,0,0,0,0.164,1.1,52.86,11,1000,0,0,0,0,1,1.247,354
2014,1,2,19,30,0,0,0,0.164,1,53.07,11,1000,0,0,0,0,3,1.247,338.70000000000005
2014,1,2,20,30,0,0,0,0.164,1,53.07,11,1000,0,0,0,0,1,1.2510000000000001,306.1
2014,1,2,21,30,0,0,1,0.164,1,57.550000000000004,10,1000,0,0,0,0,4,1.258,277.7
2014,1,2,22,30,0,0,1,0.164,0.9,57.43,10,1000,0,0,0,0,7,1.262,266.3
2014,1,2,23,30,0,0,0,0.164,0.8,56.800000000000004,10,1000,0,0,0,0,4,1.2630000000000001,262.40000000000003
2014,1,3,0,30,0,0,0,0.164,0.7000000000000001,56.01,10,1000,0,0,0,0,1,1.2750000000000001,261.2
2014,1,3,1,30,0,0,0,0.164,0.5,55.410000000000004,10,1000,0,0,0,0,0,1.303,259.8
2014,1,3,2,30,0,0,0,0.164,0.4,55.09,10,1000,0,0,0,0,1,1.339,263.2
2014,1,3,3,30,0,0,0,0.164,0.5,54.74,10,1000,0,0,0,0,1,1.375,269.2
2014,1,3,4,30,0,0,0,0.164,0.5,54.36,10,1000,0,0,0,0,4,1.4060000000000001,282.7
