Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,111430,-,-,-,36.77,-120.58,-8,72,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Clearsky DHI,GHI,Clearsky GHI,Clearsky DNI,Cloud Type,Precipitable Water,Wind Direction
2001,1,1,0,30,0,0,2,0.138,1,83.14,6,1000,0,0,0,0,1,0.535,283.7
2001,1,1,1,30,0,0,2,0.138,0.8,82.03,6,1000,0,0,0,0,1,0.538,286.2
2001,1,1,2,30,0,0,2,0.138,0.7000000000000001,81.02,6,1000,0,0,0,0,0,0.539,282.1
2001,1,1,3,30,0,0,1,0.138,0.7000000000000001,85.86,5,1000,0,0,0,0,0,0.544,270.40000000000003
2001,1,1,4,30,0,0,1,0.138,0.8,84.63,5,1000,0,0,0,0,0,0.552,267.8
2001,1,1,5,30,0,0,1,0.138,0.8,83.48,5,1000,0,0,0,0,8,0.555,285.8
2001,1,1,6,30,0,0,1,0.138,0.5,82.35000000000001,5,1000,0,0,0,0,8,0.546,292.5
2001,1,1,7,30,15,0,1,0.138,0.4,76.16,6,1000,14,15,20,199,7,0.533,261.40000000000003
2001,1,1,8,30,63,352,1,0.138,0.6000000000000001,69.62,8,1000,50,134,176,631,8,0.536,197
2001,1,1,9,30,137,217,3,0.138,1,68.57000000000001,10,1010,67,211,336,792,4,0.555,203.3
2001,1,1,10,30,126,575,2,0.138,1.4000000000000001,52.11,13,1010,79,379,457,858,3,0.5700000000000001,175.9
2001,1,1,11,30,82,896,1,0.138,1.7000000000000002,39.76,16,1000,82,525,525,896,0,0.5710000000000001,145.3
2001,1,1,12,30,81,901,0,0.138,1.4000000000000001,35.17,17,1000,81,532,532,901,0,0.5730000000000001,146.1
2001,1,1,13,30,76,882,0,0.138,1,31.91,18,1000,76,478,478,882,0,0.577,141.4
2001,1,1,14,30,68,819,0,0.138,0.6000000000000001,34.9,17,1000,68,366,366,819,0,0.5750000000000001,119.80000000000001
2001,1,1,15,30,53,687,4,0.138,0.5,54.15,15,1000,53,212,212,687,3,0.5720000000000001,85.10000000000001
2001,1,1,16,30,23,351,2,0.138,0.7000000000000001,56.35,12,1000,23,47,47,351,0,0.5740000000000001,39.2
