Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,111430,-,-,-,36.77,-120.58,-8,72,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Clearsky DHI,GHI,Clearsky GHI,Clearsky DNI,Cloud Type,Precipitable Water,Wind Direction
2015,1,1,0,30,0,0,-2,0.16,1.2000000000000002,80.88,0,1000,0,0,0,0,0,0.524,300.3
2015,1,1,1,30,0,0,-3,0.16,1,79.07000000000001,0,1000,0,0,0,0,1,0.523,303.7
2015,1,1,2,30,0,0,-3,0.16,0.9,77.04,0,1000,0,0,0,0,0,0.524,309.6
2015,1,1,3,30,0,0,-3,0.16,0.8,75.09,0,1000,0,0,0,0,0,0.524,321.3
2015,1,1,4,30,0,0,-4,0.16,0.6000000000000001,72.83,0,1000,0,0,0,0,0,0.521,338.6
2015,1,1,5,30,0,0,-4,0.16,0.2,70.68,1,1000,0,0,0,0,1,0.514,2.5
2015,1,1,6,30,0,0,-5,0.16,0.1,68.56,1,1000,0,0,0,0,1,0.508,11.4
2015,1,1,7,30,13,295,-5,0.16,0.2,63.21,2,1000,13,22,22,295,1,0.507,157.70000000000002
2015,1,1,8,30,41,713,-3,0.16,0.4,60.99,4,1000,41,183,183,713,0,0.508,169.4
2015,1,1,9,30,54,859,-5,0.16,0.7000000000000001,47.31,6,1000,54,346,346,859,0,0.509,145
2015,1,1,10,30,63,918,-6,0.16,1.1,36.6,8,1000,63,468,468,918,0,0.511,133
2015,1,1,11,30,67,946,-7,0.16,1.1,33.22,9,1000,67,535,535,946,0,0.518,133.4
