Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,111430,-,-,-,36.77,-120.58,-8,72,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Clearsky DHI,GHI,Clearsky GHI,Clearsky DNI,Cloud Type,Precipitable Water,Wind Direction
2020,1,1,0,30,0,0,3.9000000000000004,0.14,1.3,84.3,6.4,1008,0,0,0,0,7,1.1,303
2020,1,1,1,30,0,0,3.9000000000000004,0.14,1.3,85.72,6.1000000000000005,1008,0,0,0,0,7,1.1,307
2020,1,1,2,30,0,0,3.8000000000000003,0.14,1.2000000000000002,83.75,6.4,1008,0,0,0,0,0,1.1,299
2020,1,1,3,30,0,0,3.9000000000000004,0.14,1.1,81.81,6.800000000000001,1007,0,0,0,0,0,1.1,284
2020,1,1,4,30,0,0,4,0.14,1.2000000000000002,84.65,6.4,1007,0,0,0,0,7,1.1,275
2020,1,1,5,30,0,0,4,0.14,1.3,89.64,5.6000000000000005,1007,0,0,0,0,7,1.1,279
2020,1,1,6,30,0,0,4.3,0.14,1.3,90.93,5.7,1007,0,0,0,0,7,1.3,288
2020,1,1,7,30,12,7,5,0.14,1.3,86.84,7,1007,17,12,22,138,8,1.6,288
2020,1,1,8,30,73,186,6.1000000000000005,0.14,1.6,79.37,9.5,1008,52,110,163,550,7,1.9000000000000001,278
2020,1,1,9,30,94,539,6.5,0.14,2,68.12,12.200000000000001,1007,70,277,311,708,0,2.2,278
2020,1,1,10,30,83,770,6.2,0.14,2,58.52,14.200000000000001,1007,83,422,422,770,0,2.4000000000000004,295
2020,1,1,11,30,114,695,6.5,0.14,2.3000000000000003,55.5,15.4,1006,87,458,487,809,0,2.3000000000000003,314
2020,1,1,12,30,96,781,7.300000000000001,0.14,2.8000000000000003,55.42,16.2,1005,90,486,493,806,0,2.2,319
2020,1,1,13,30,110,656,8.200000000000001,0.14,3.1,58.07,16.5,1005,91,408,440,768,7,2.1,313
2020,1,1,14,30,118,438,9.200000000000001,0.14,3.2,63.03,16.2,1004,79,277,335,705,4,2,309
2020,1,1,15,30,87,127,10,0.14,3.1,68.44,15.8,1004,62,116,191,559,8,2,306
2020,1,1,16,30,22,9,10.5,0.14,1.7000000000000002,90.94,11.9,1005,28,23,44,232,4,1.8,305
2020,1,1,17,30,0,0,10.5,0.14,1.7000000000000002,100,10.5,1005,0,0,0,0,7,1.7000000000000002,303
2020,1,1,18,30,0,0,10,0.14,1.9000000000000001,100,10,1005,0,0,0,0,7,1.6,305
2020,1,1,19,30,0,0,9.8,0.14,2.2,100,9.8,1005,0,0,0,0,8,1.6,307
2020,1,1,20,30,0,0,9.700000000000001,0.14,2.3000000000000003,100,9.700000000000001,1005,0,0,0,0,7,1.5,305
2020,1,1,21,30,0,0,9.600000000000001,0.14,2.3000000000000003,100,9.600000000000001,1005,0,0,0,0,0,1.5,302
2020,1,1,22,30,0,0,9.5,0.14,2.3000000000000003,100,9.5,1005,0,0,0,0,0,1.6,299
2020,1,1,23,30,0,0,9.5,0.14,2.4000000000000004,100,9.5,1005,0,0,0,0,0,1.7000000000000002,296
2020,1,2,0,30,0,0,9.4,0.14,2.7,100,9.4,1004,0,0,0,0,0,1.7000000000000002,294
2020,1,2,1,30,0,0,9.3,0.14,3,100,9.3,1004,0,0,0,0,0,1.6,296
2020,1,2,2,30,0,0,9,0.14,3.1,100,9,1004,0,0,0,0,0,1.5,302
2020,1,2,3,30,0,0,8.6,0.14,3,100,8.6,1004,0,0,0,0,0,1.4000000000000001,306
2020,1,2,4,30,0,0,8.200000000000001,0.14,3,98.89,8.4,1004,0,0,0,0,0,1.4000000000000001,308
2020,1,2,5,30,0,0,7.9,0.14,3.1,97.27,8.3,1005,0,0,0,0,0,1.4000000000000001,311
2020,1,2,6,30,0,0,7.6000000000000005,0.14,3.4000000000000004,95.7,8.200000000000001,1005,0,0,0,0,0,1.4000000000000001,311
2020,1,2,7,30,17,146,7.4,0.14,3.7,90.68,8.8,1006,17,22,22,146,0,1.4000000000000001,310
2020,1,2,8,30,52,564,7.6000000000000005,0.14,4.1000000000000005,84.53,10.100000000000001,1006,51,166,167,576,0,1.4000000000000001,309
2020,1,2,9,30,83,603,7.6000000000000005,0.14,4.5,74.31,12,1007,66,288,323,755,0,1.4000000000000001,308
2020,1,2,10,30,112,638,7,0.14,5,63.2,13.9,1006,74,393,441,833,0,1.4000000000000001,312
2020,1,2,11,30,97,779,6.2,0.14,5.300000000000001,54.69,15.3,1005,76,483,508,872,0,1.4000000000000001,318
2020,1,2,12,30,111,707,6,0.14,5.300000000000001,50.980000000000004,16.1,1005,76,465,517,880,7,1.3,322
2020,1,2,13,30,104,672,5.9,0.14,4.9,50.19,16.3,1004,73,411,463,855,7,1.3,325
2020,1,2,14,30,66,795,6,0.14,4,52.160000000000004,15.8,1005,66,356,356,795,0,1.2000000000000002,324
2020,1,2,15,30,53,657,6.4,0.14,3.3000000000000003,55.51,15.3,1005,53,206,206,657,0,1.2000000000000002,322
2020,1,2,16,30,27,316,7.1000000000000005,0.14,1.3,78.53,10.700000000000001,1006,27,50,50,316,0,1.1,305
2020,1,2,17,30,0,0,6.300000000000001,0.14,1.2000000000000002,79.45,9.700000000000001,1006,0,0,0,0,0,1.1,296
2020,1,2,18,30,0,0,6.2,0.14,1.1,79.45,9.600000000000001,1007,0,0,0,0,0,1.1,289
2020,1,2,19,30,0,0,6.1000000000000005,0.14,1.1,79.04,9.600000000000001,1008,0,0,0,0,4,1.1,289
2020,1,2,20,30,0,0,6.1000000000000005,0.14,1,78.96000000000001,9.600000000000001,1009,0,0,0,0,7,1.1,291
2020,1,2,21,30,0,0,6.2,0.14,0.8,78.60000000000001,9.700000000000001,1009,0,0,0,0,4,1.1,290
2020,1,2,22,30,0,0,6.2,0.14,0.7000000000000001,78.44,9.8,1009,0,0,0,0,4,1.1,279
2020,1,2,23,30,0,0,6.4,0.14,0.6000000000000001,80.16,9.700000000000001,1009,0,0,0,0,7,1.1,234
2020,1,3,0,30,0,0,6.7,0.14,0.6000000000000001,84.8,9.1,1009,0,0,0,0,7,1.1,171
2020,1,3,1,30,0,0,6.7,0.14,0.9,91.16,8.1,1009,0,0,0,0,7,1,140
2020,1,3,2,30,0,0,6.6000000000000005,0.14,1,97.57000000000001,7,1009,0,0,0,0,4,1,135
2020,1,3,3,30,0,0,6.1000000000000005,0.14,1.1,100,6.1000000000000005,1008,0,0,0,0,4,1,137
2020,1,3,4,30,0,0,5.6000000000000005,0.14,1.1,100,5.6000000000000005,1008,0,0,0,0,4,1,138
2020,1,3,5,30,0,0,5.4,0.14,1.2000000000000002,100,5.4,1009,0,0,0,0,4,1,137
2020,1,3,6,30,0,0,5.5,0.14,1.1,100,5.5,1009,0,0,0,0,4,1,136
2020,1,3,7,30,17,149,5.800000000000001,0.14,1.3,88.61,7.6000000000000005,1010,17,22,23,176,0,1,135
2020,1,3,8,30,51,594,6.800000000000001,0.14,1.8,75.77,10.9,1010,50,171,172,606,0,1,136
2020,1,3,9,30,137,76,7.4,0.14,2.5,65.35,13.8,1010,69,163,329,764,3,1,137
2020,1,3,10,30,151,448,8.4,0.14,3.1,58.2,16.6,1010,80,349,448,832,3,0.9,142
2020,1,3,11,30,112,734,8.5,0.14,3.5,51.120000000000005,18.8,1009,84,477,516,868,0,0.9,150
2020,1,3,12,30,100,748,8.3,0.14,3.5,46.550000000000004,20.1,1009,85,476,524,873,7,0.9,153
2020,1,3,13,30,91,738,8,0.14,3.2,43.95,20.700000000000003,1009,81,429,470,849,7,0.9,153
2020,1,3,14,30,77,706,8.200000000000001,0.14,2.4000000000000004,46.94,19.900000000000002,1009,72,336,361,788,7,0.9,154
2020,1,3,15,30,59,620,10.5,0.14,1.7000000000000002,57.36,19.1,1009,57,205,210,651,0,0.9,154
2020,1,3,16,30,29,209,8.9,0.14,1.4000000000000001,72.05,13.9,1010,28,44,52,321,0,0.8,167
2020,1,3,17,30,0,0,7.6000000000000005,0.14,1.3,73.96000000000001,12.100000000000001,1010,0,0,0,0,3,0.8,185
2020,1,3,18,30,0,0,7.4,0.14,1.3,77.78,11.100000000000001,1011,0,0,0,0,0,0.7000000000000001,201
2020,1,3,19,30,0,0,7.2,0.14,1.3,82.33,10.100000000000001,1011,0,0,0,0,0,0.7000000000000001,210
2020,1,3,20,30,0,0,7.300000000000001,0.14,1.3,87.21000000000001,9.3,1012,0,0,0,0,7,0.7000000000000001,210
