Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,111430,-,-,-,36.77,-120.58,-8,72,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Clearsky DHI,GHI,Clearsky GHI,Clearsky DNI,Cloud Type,Precipitable Water,Wind Direction
2005,1,1,0,30,0,0,4,0.115,1.5,100,6,1000,0,0,0,0,4,1.447,177.8
2005,1,1,1,30,0,0,4,0.115,1,100,6,1000,0,0,0,0,4,1.436,192.3
2005,1,1,2,30,0,0,4,0.115,0.6000000000000001,100,6,1000,0,0,0,0,1,1.3920000000000001,197.10000000000002
2005,1,1,3,30,0,0,4,0.115,0.5,100,6,1000,0,0,0,0,4,1.332,190.3
2005,1,1,4,30,0,0,4,0.115,0.7000000000000001,100,6,1000,0,0,0,0,4,1.283,175.5
2005,1,1,5,30,0,0,4,0.115,0.9,100,5,1000,0,0,0,0,0,1.2510000000000001,155.5
2005,1,1,6,30,0,0,4,0.115,1.2000000000000002,100,5,1000,0,0,0,0,1,1.228,151.1
2005,1,1,7,30,17,0,4,0.115,1.6,98.19,6,1000,15,17,17,62,4,1.214,147.70000000000002
2005,1,1,8,30,64,477,5,0.115,2.1,96.12,7,1000,64,160,160,477,1,1.21,145.20000000000002
2005,1,1,9,30,141,160,5,0.115,2,90.83,8,1000,85,195,315,675,4,1.216,147.6
2005,1,1,10,30,86,800,5,0.115,1.8,82.58,9,1000,86,439,439,800,1,1.225,152.6
2005,1,1,11,30,183,435,4,0.115,1.8,75.06,10,1000,89,399,506,841,2,1.232,155.10000000000002
2005,1,1,12,30,199,30,4,0.115,1.8,68.88,11,1000,88,214,513,850,4,1.238,152.3
2005,1,1,13,30,188,302,4,0.115,1.9000000000000001,68.7,11,1000,84,326,459,822,2,1.24,145.4
2005,1,1,14,30,75,755,4,0.115,1.9000000000000001,73.96000000000001,10,1000,75,350,350,755,1,1.242,137.20000000000002
2005,1,1,15,30,81,0,5,0.115,1.8,81.64,9,1000,59,81,200,611,4,1.246,125
2005,1,1,16,30,15,0,5,0.115,1.7000000000000002,92.22,8,1000,25,15,43,263,4,1.252,116.2
2005,1,1,17,30,0,0,5,0.115,1.6,96.45,7,1000,0,0,0,0,1,1.26,119.4
2005,1,1,18,30,0,0,5,0.115,1.4000000000000001,96,7,1000,0,0,0,0,4,1.2670000000000001,129.4
